nameGiven,age_last_game,career_length
"Luis Antonio",30,7
"Albert Wentworth",35,7
"George Thomas",30,7
"Edward Tilden",33,7
"David Joseph",31,7
"Wayne Kirby",28,7
"Tommie Wayne",28,7
"Richard Allan",32,7
"Michael J.",24,7
"Kevin Michael",30,7
"William B.",NULL,7
"Lewis Oscar",31,7
"John Dwight",32,7
"Edgar Eugene",28,7
"George Allen",31,7
"Jason William",31,7
"James Lawrence",27,7
"Joseph Michael",30,7
"Billy Mike",34,7
"LeRoy Purdy",29,7
"Garry Seth",32,7
"Sydney A.",31,7
"Travis William",33,7
"John Law",NULL,7
"Joakim Agustin",30,7
"Albert Goodwill",28,7
"Harold Stewart",33,7
"Alfred Ray",32,7
"Jerry Carl",33,7
"William Charles",28,7
"Henry Eli",28,7
"Edward F.",28,7
"Chester Earl",31,7
"Garrett Charles",31,7
"Jerry Joseph",26,7
"Kevin Douglas",30,7
"George Robert",34,7
"Jeffrey Glen",29,7
"Chilton Scott",25,7
"Kenneth Raymond",30,7
"George Franklin",33,7
"Haywood Cooper",32,7
"Daniel James",31,7
"John Paul",28,7
"William Ashley",27,7
"Thomas Jacob",32,7
"Kurt Kiyoshi",31,7
"Harry Joseph",34,7
"Charles James",30,7
"William John",28,7
"Brian Edward",36,7
"Ryan Joseph",29,7
"Jeffrey Jon",37,7
So,40,7
"Charles William",33,7
"Alejandro Antonio",28,7
"William Howell",39,7
"Charles Gilbert",34,7
"John Besson",26,7
"Frank Ronald",27,7
"Jerry Wayne",34,7
Joseph,33,7
"Ryan Stewart",32,7
"Robert Thomas",30,7
"James Leroy",32,7
"Vernon Scot",29,7
"Herbert Ehler",28,7
"Marvin Eugene",29,7
"Mark Anthony",33,7
"David Vance",32,7
"Philip Julius",30,7
George,29,7
"Frank Joseph",31,7
"Richard Joseph",34,7
"Walter Joseph",33,7
"Herman Coaker",33,7
"William Felix",36,7
"Troy Trever",29,7
"Christopher Wan",31,7
"Jason Renyt",31,7
"Theodore Otto",32,7
"Justin Irvin",27,7
"Efrain Antonio",32,7
"Merkin R.",29,7
"Maurice Rene",31,7
Claudio,31,7
"Gary Andrew",34,7
"Michael Robert",33,7
"Randolph Ruhland",31,7
"Harry Porter",31,7
"William Symmes",31,7
"William Edward",28,7
"Benjamin Styron",32,7
"Kermit Emerson",28,7
"Charles Franklin",30,7
"Gregory Lee",30,7
"Jerry Allen",25,7
"Michael Charles",29,7
"Tyler Lanier",34,7
John,28,7
"John Francis",31,7
"Wallace Walter",30,7
"Allen Kenneth",29,7
"Montie Morton",33,7
"Frank Tiguer",30,7
"Todd Allen",31,7
"Brad Eugene",30,7
"Donald Paul",29,7
"John Henderson",33,7
"Walter Richard",32,7
"George Edward",27,7
"Stephen Bradley",31,7
"Carlton Francis",34,7
"Charles Prosek",30,7
"Evon Daniel",31,7
"Earl Craig",29,7
"Claude Preston",27,7
"Mark Alan",35,7
"Alva Mitchell",36,7
"Woodrow Wilson",33,7
"James Arthur",29,7
"Frank Lee",32,7
Enrique,31,7
"Vance Allen",33,7
Joseph,32,7
"George Lovington",30,7
"Matthew John",32,7
"Robert Lynn",39,7
"Henderson Edward",33,7
"Melvin James",33,7
"Thomas Everette",32,7
"Michael James",32,7
John,34,7
Marvell,30,7
"Stephen Douglas",28,7
"Earl Hershey",29,7
"Gerald Anthony",29,7
"Michael Darren",29,7
"Salvador Anthony",30,7
"Norbert Henry",29,7
"Benedict Joseph",30,7
"Gerald Robert",34,7
"James Brooklyn",29,7
"Ross Emery",28,7
"Paul Adrian",28,7
"William Patrick",33,7
"Charles Dana",27,7
"Robert Keith",31,7
"Richard Allen",32,7
"Stephen Bradley",31,7
"Gerard Peter",32,7
"Edward Richard",29,7
"Richard Atley",34,7
"Calvin Leavelle",34,7
"William Bingham",31,7
"Kelly Robert",32,7
"Robert Dennis",33,7
"David Francis",33,7
"Brandon J.",32,7
"Robert John",32,7
"Steven John",28,7
"John Joseph",32,7
"Michael Lawrence",30,7
William,29,7
"Rawlins Jackson",30,7
"Thomas Patrick",33,7
Harry,26,7
"Randy Lee",29,7
"Samuel Joseph",28,7
"Jacoby McCabe",31,7
"Arthur Clyde",32,7
"Morgan Paul",32,7
"Michael Peter",31,7
"Eric George Adolph",30,7
"Paul Walford",32,7
Yunel,31,7
"Arnulfo Acevedo",28,7
"Robert M.",29,7
"Charles Leonard",29,7
"Johnny Pulado",32,7
"Louis Richard",30,7
"George Decatur",31,7
"Clifford Bryson",28,7
"Sidney Douglas",31,7
"William Alvan",30,7
"Ryan Robert",28,7
Humberto,31,7
"Donald Hugh",33,7
Eduardo,32,7
"Brian Kevin",30,7
"William Charles",NULL,7
"Chauncey Burr",29,7
"Justin Howard",27,7
"Bryce Bettencourt",31,7
"Richard Nevin",30,7
"Dee Virgil",33,7
"Michael Eugene",32,7
"Casey Paul",31,7
"Kevin Christopher",32,7
"Benjamin Rudolph",30,7
"Steven Francis",33,7
"John Emil",32,7
"Samuel Babson",32,7
"William Benjamin",28,7
"Richard Aaron",34,7
"David Lewis",30,7
"Frederick Morris",34,7
Yovani,28,7
"Melvin Allys",28,7
"Richard Frank",28,7
"Wesley Brian",30,7
"Robert Roy",27,7
"Henry Carl",31,7
"Joey Renard",30,7
"Elmer Joseph",26,7
"John Alexander",30,7
"Joseph Edward",33,7
"Thomas Edward",32,7
"Joseph Diego",32,7
"Charles H.",28,7
"Charles Mader",28,7
"Carden Edison",31,7
"Peter Patrick",35,7
"Matthew Shane",30,7
"Charles Wells",32,7
"Angelo John",30,7
"William G.",30,7
"Joseph Charles",31,7
"Carlos Argelis",28,7
Luis,30,7
"Jose Fernando",29,7
"James Edward",29,7
"Alex Jonathan",30,7
"John Joseph Perry",32,7
"John Albert",30,7
"John Patrick",31,7
"George Addison",28,7
"Adam Daniel",31,7
Edward,28,7
"George Dallas",33,7
"Ira Thomas",30,7
"Seth Adam",29,7
"Oscar Ray",31,7
"Lee Theo",33,7
"Mario Miguel",31,7
"Addison Courtney",28,7
"Juan Carlos",31,7
"Milton Arnold",37,7
"Zerah Zequiel",29,7
"Frank George",27,7
"Walter William",32,7
"Jack Price",33,7
"James H.",29,7
"Jimmie Randolph",32,7
"Shane David",34,7
"Jack Edwin",30,7
"Joshua Holt",33,7
"Walter Charles",31,7
"Fred Girard",33,7
"Ryan Michael",34,7
"Preston Lee",28,7
"James Anthony",31,7
"Louis Winfred",26,7
"Terry Joe",32,7
Earl,34,7
"Bryan Stanley",31,7
"Chad Ashley",29,7
"Fred James",33,7
"Joseph John",30,7
"Thomas Matthew",29,7
"John Francis",27,7
"Chase Jordan",30,7
"Michael David",26,7
"George Earl",28,7
George,37,7
"Floyd Bluford",30,7
"Clayton Allen",33,7
"Angel Remigio",27,7
"Enzo Octavio",29,7
"Dorrel Norman Elvert",31,7
"Michael Steven",32,7
"Richard Jose",30,7
"Charles Joseph",33,7
"Frank Walter",32,7
"Darius Dutton",34,7
"Harry Keller",28,7
"Oris Leon",35,7
"Frank Joseph",30,7
"Ralph George",34,7
"Thomas Ross",31,7
"Tyler Sam",32,7
"Richard Dalton",32,7
"Dewey LaMarr",31,7
"Philip Joseph",28,7
"Thomas Owen",28,7
"Mark Lawrence",33,7
"Philip Gregory",30,7
"Terryal Gene",29,7
"Stephen Michael",29,7
"Robert Leon",28,7
"Warren Llewellyn",30,7
"Montford Merrill",37,7
"Raymond Leo",33,7
"Vincent Edward",31,7
"Charles Leo",31,7
"Michael James",31,7
"Michael Elmo",34,7
"Robert Patrick",32,7
"Larry Edward",28,7
"George Edward",29,7
"Larry Steven",31,7
"Warren Washington",26,7
"Manuel Emilio",30,7
"William F.",-70,7
"Robert Dale",34,7
"Brian David",33,7
"Richard Frederick",28,7
"John William",31,7
"Joshua Michael",29,7
"Mark Patrick",34,7
"Charles Claude",32,7
"Garrett Thomas",33,7
"James Murrell",27,7
"Lynn Morris",33,7
"Claude Alfred",31,7
"Raymond Willis",30,7
"Robert Emmett",31,7
"Thomas William Oscar",40,7
Rudolph,32,7
"Benjamin Joyce",33,7
"Robert Henry",30,7
"William Hoffman",32,7
"Richard Anthony",31,7
"William Henry",29,7
"Robert Edward",30,7
"Donald Thomas",34,7
"Kyle Rodney",30,7
"Ian Patrick",29,7
"Montia Calvin",31,7
"John Frederick",31,7
"Clyde Elias",30,7
Harold,30,7
"Michael John",29,7
"Robert Wayne",28,7
"Clayton Laws",28,7
"Judson Fabian",30,7
"John Peter",34,7
"Steven Jack",29,7
"Gene Ellis",28,7
"Philip Louis",30,7
"Elmer Ellsworth",31,7
"Alan Lee",31,7
"Brandon Michael",32,7
"Mark Richard",32,7
Joseph,34,7
"Cordel Leonard",33,7
"Frank Jerry",32,7
Kevin,32,7
"Kenneth Peter",31,7
"Wayne Richard",32,7
"Charles Steven",32,7
"Emil Benedict",32,7
"Robert Joseph",31,7
"Peter Linwood",30,7
"Raymond Simond",28,7
"Richard Anthony",34,7
"Rafael Silvaldo",31,7
"Grover Cleveland",31,7
"Terry Lee",33,7
"Thomas James",33,7
"William Harry",29,7
"Matthew Hanks",31,7
"Clifford Walker",30,7
Leron,28,7
"Mark Owen",31,7
"James Kenneth",30,7
"David Lawrence",30,7
"Patrick Orlando",31,7
Charlie,31,7
"Jesse Roy",28,7
"Gorham Vance",35,7
"Kerry Dale",34,7
"Derek Jansen",30,7
"Timothy LeRoy",30,7
"James William",32,7
"Matthew Raymond",34,7
"Richard Bernard",32,7
"Scott Louis",33,7
"Winston Enriquillo",31,7
"Don Wilson",33,7
"Terrence Deon",30,7
"Mark Christopher",31,7
"Gary Paul",32,7
"Larry Christopher",30,7
"Edward Francis",31,7
"James Lawrence",30,7
"Kenneth Edward",31,7
"Robert William",31,7
"James F.",31,7
"Willard Eben",27,7
"William Alphonse",30,7
"Shaun Michal",31,7
"John Wyeth",29,7
"Carlos Agustin",31,7
Armando,30,7
"Fred Francis",32,7
"Stuart McGuire",30,7
"Donald Stetson",28,7
Daisuke,34,7
"Cameron Keith",27,7
"Jacob Erskine",29,7
"Walter A.",29,7
"Joseph Emerson",30,7
"Lewis William",29,7
"George Lewis",32,7
"Allen A.",28,7
"Lloyd Glenn",35,7
"George Neely",39,7
"Larry Benard",29,7
"Jimmie LeRoy",30,7
"Joseph Earl",33,7
"Hermas Walter",33,7
"Terence Roy",30,7
"David Lawrence",32,7
"Charles Richard",30,7
"Joey Richard",28,7
"Gregory Winston",33,7
"Norman Alexis",34,7
"George Earl",33,7
"Mortimer Martin",37,7
"Clifford George",32,7
"Rudolph Bartholomew",28,7
"Stephen Mathias",27,7
"Matthew Todd",32,7
"Edward Lee",27,7
"Keith Alan",31,7
"Wade Thomas",30,7
"Edward James",33,7
"Zachary Charles",31,7
"Keith Alexander",29,7
"Michael Francis",34,7
"Sergio Armando",30,7
"Ronald Ralph",24,7
Herbert,33,7
"Craig Keystone",32,7
Rene,29,7
"Franklin Miguel",28,7
"Raymond Thomas",28,6
"Frank O'Donnell",29,6
"Richard Elde",33,6
"Jeffrey David",31,6
"Clarence Eugene",27,6
"Conor Sims",29,6
"Anthony Robert",29,6
"William Lawrence",27,6
"Alva William",27,6
"Ernest Lee",26,6
"Thomas Griffith",34,6
"Robert Scott",30,6
"Marcus Christian",29,6
"Kevin Martin",30,6
"David Wayne",33,6
"Elliot Tyler",30,6
"Robert James",31,6
"Timothy Evald",30,6
"Roy Merrill",33,6
"Barry Louis",30,6
"Robert Mitchell",32,6
"James Condia",29,6
"Kenneth Frederick",27,6
"Sheldon Leslie",31,6
"Kevin Wayne",32,6
"Duane Charles",30,6
"Ricardo Emelindo",31,6
"Matthew Ryan",30,6
"Howard Kolls",28,6
"Edward James",31,6
"Jair Francoise",28,6
Joseph,33,6
"Jeffrey Wayne",30,6
"Matthew John",31,6
"Raymond Frederick",32,6
"Raymond Herbert",26,6
"Randy Dean",31,6
"Joseph Darley",28,6
"Richard Lee",27,6
"John Nelson",31,6
"Richard Henry",32,6
"Clayton Edward",26,6
Masao,36,6
"Robert Michael",31,6
"Paul Nelson",31,6
"Edwin Henry",33,6
"Newell W.",28,6
"Walter Lyons",29,6
"Eric Steven",28,6
"Edward Lee",29,6
"Eugene Humphrey",26,6
"Joshua Thomas",33,6
"Wayne Leonard",34,6
"Edward Frederick",32,6
"Frederick Augustus",31,6
"Brent Bradley",26,6
"Jonah William",31,6
"Kevin Richard",26,6
"Alexander James",26,6
"Michael Paul",31,6
"Robert John",34,6
George,31,6
"Franklin James",30,6
"Arthur William",29,6
"Richard David",30,6
"John Andrew Charles",27,6
Hung-Chih,30,6
Hiroki,39,6
"Craig Robert",31,6
"Edward Francis",29,6
"Daniel J.",30,6
"John Alexander",31,6
"Lester Wayne",31,6
"William Henry",26,6
"Thomas William",35,6
"Walter Oswald",30,6
"William Alexander",28,6
"John Edward",29,6
"Paul Edmore",33,6
"Eugene Thomas",30,6
"Andrew Christian",29,6
"William Alan",30,6
"Christopher Joseph",29,6
"Brian Michael",31,6
"Wade Matthew",30,6
"Harold Burnham",31,6
"Wilfred Henry",28,6
"Joseph Howard",26,6
"Eduardo Antonio",28,6
"Brian Herbert",31,6
"Dennis Dale",28,6
"Allan Sydney",31,6
"Frederick Deshaun",31,6
"Jeffrey David",31,6
"Philip Francis",29,6
"Antonio Felipe",29,6
"Joseph Anthony",30,6
"Jack Wayne",29,6
"William Timothy",30,6
"Evan Michael",28,6
"Thomas Augustus",27,6
"Edward Haughton",29,6
"Jed Carlson",30,6
"Edward Paul",27,6
"Harry Garfield",29,6
"Carl Leonard",29,6
"Alvin David",28,6
"John Charles",25,6
"Duane Frederick",32,6
"Jose Prado",33,6
"Wendell Errol",30,6
"Robert Paul",30,6
"Angel Luis",29,6
"Barry Paul",33,6
"Charles Fuqua",31,6
Jerry,28,6
Ravelo,31,6
"John Alfred",30,6
"Charles Kennon",28,6
"Carlos Alberto Escobar",29,6
"Justin Daniel",29,6
"Gregory Inman",30,6
"Timothy Jay",32,6
"Luis David",27,6
Kazuo,34,6
"Walter Joseph",31,6
"Justin Adam",30,6
"Kenneth Faye",30,6
Emmet,24,6
"Alexander George",28,6
"Michael Seth",28,6
"William John",26,6
"Lance Graye",28,6
"Orlando de Jesus",30,6
"William Henry",32,6
"Casey Michael",31,6
"William Vaness",22,6
"Archie Richard",32,6
Bernard,NULL,6
"Byron Scott",28,6
"Fred Drury",28,6
"Dallas Lyle",30,6
"William Thomas",30,6
"James Edward",28,6
"Evan David",31,6
"Luis Antonio",27,6
"Reuben Franklin",30,6
"Luis Alonso",29,6
Frank,34,6
"Lloyd Archer",31,6
"Matthew Bates",30,6
"Robert Bernard",30,6
"John Robert",29,6
"Edward Allen",30,6
"Dyar K.",35,6
"George C.",31,6
"Randy Andre",32,6
"Walter Louis",34,6
"Howard Robinson",30,6
"John Joseph",28,6
"John Leo",32,6
"Frederick August",29,6
"John Evans",32,6
"Scott Alanboyd",28,6
"Lloyd Albert",30,6
"William Wilcy",36,6
"Brian Patrick",32,6
"Jose Leonel",28,6
Alfredo,33,6
"Michael Edward",32,6
"Richard Charles",26,6
"Christopher Verdell",32,6
"David Michael",30,6
"Craig Richard",31,6
"Cyril Charles",32,6
"Billy Edward",28,6
"Frank Thomas",28,6
"John Francis",26,6
"Christopher Doyle",26,6
"Travis James",26,6
"Gerald George",28,6
"Julio Cesar",29,6
"Keiunta Denard",30,6
"Byron Franklin",33,6
"Michael Shane",32,6
"Ryan Adam",32,6
"Paul Nikola",30,6
"Dennis LeRoy",37,6
"Marvin Gustave",29,6
"Thomas Virgil",31,6
"Andrew Neal",34,6
"David Leslie",32,6
"Charles Augustus",30,6
"David James",30,6
"Ian Kenneth",29,6
"Richard Lewis",30,6
"Robert Lyle",30,6
"William Hambly",30,6
"Harry Ronald",30,6
"George Andrew",28,6
"Ralph Vivian",31,6
"William Paul",29,6
Joe,31,6
"John Gerhard",32,6
"Larry James",34,6
"Stephen Albert",31,6
"Frederick Lealand",28,6
"Vitautris Casimirus",30,6
"V T",28,6
"William Henry",NULL,6
"George Edward",33,6
"Mark Thomas",30,6
"Robinson Garcia",29,6
"Zebulon Alexander",31,6
"Charles Monroe",30,6
"Danny Leon",29,6
"Mark Radford",29,6
"James Francis",32,6
"Kerry Jerome",27,6
"Eric Gordon",30,6
"Joe Hicks",32,6
"Richard Carl",28,6
"Ronald Everett",26,6
"Don Gilberto",31,6
"William Henry",29,6
"Thomas Bubba",31,6
"Kenneth Wayne",29,6
"Byron Lee",28,6
"Robert Alexander",30,6
"Luis Adan",28,6
Hilario,32,6
"Jose Lopez",27,6
Russell,32,6
"Edward John",29,6
Robert,30,6
"William Dion",31,6
"Quilvio Alberto",30,6
"Emil Matthew",35,6
"Jacob Phillip",30,6
"Joseph Daniel",30,6
"Paul Alan",31,6
James,31,6
"Duane Allen",31,6
"Donnell Lee",34,6
"Elliott Tyrone",30,6
"John Milton",31,6
"George Archibald",36,6
"Matthew Kyle",31,6
"John Reaves",27,6
"William B.",29,6
Jacob,35,6
"Donald Paul",31,6
"Milton Douglas",30,6
"McKinley Davis",28,6
"Harry Eugene",26,6
"Albert Eugene",30,6
"William Franklin",26,6
"Kevin Dean",31,6
"Robert George",27,6
"Robert Lee",31,6
"David Aaron",28,6
"Randall Duane",35,6
"Reginald Bernard",33,6
"Theodore Carl",31,6
"Robert Louis",31,6
"Craig Alan",30,6
"Parke Asel",31,6
"James Head",28,6
"John Henry",26,6
"Ross Garrett",30,6
James,28,6
Jacob,30,6
"Orville Francis",33,6
"Tracy Michael",31,6
"William Henry",42,6
"Wayne Bromley",27,6
Samuel,32,6
"Dequam LaWesley",29,6
"George Edward",26,6
"Elmer Ellsworth",27,6
"Irving Melrose",34,6
"Michael Justin",30,6
"Victor Manuel",32,6
"Brad Gregory",34,6
"Edward Carre",30,6
"Nyjer Jamid",33,6
"James Francis",28,6
Edward,28,6
"John Daniel",31,6
"Charles Alfred",30,6
"Jason Louis",32,6
"Frank Henry",26,6
"Charles George",27,6
"Francis Joseph",29,6
"Daniel Thomas",29,6
"Raymond Lee",36,6
"William Harrison",31,6
"Elmer Glenn",28,6
"Timothy James",30,6
"William Taylor",30,6
"Christopher Gregg",31,6
"James Edwin",27,6
"Roleine Cecil",32,6
"Calvin Amandus",34,6
"Richard Leroy",30,6
"John Henry",30,6
"Thomas Clark",32,6
"Simon Burdette",27,6
"Richard J.",27,6
"Jonathon Joseph",27,6
"Thomas Andrew",29,6
Melvin,26,6
"Albert Samuel",31,6
"Jayson Truitt Edward",32,6
"Leo William",28,6
"Wayne Oren",34,6
"Joseph Rudolph",29,6
"Winfield Charles",30,6
"Ennis Telfair",31,6
"Preston Michael",31,6
"John Thomas",28,6
"Peter J.",30,6
"Jack William",29,6
"Darren Christopher",31,6
"Henry M.",31,6
"Curtis Ross",31,6
Hideki,37,6
Nathaniel,28,6
"Oliver Edward",28,6
"Randall Jeffrey",30,6
"Michael Joyce",30,6
"Steven Robert",28,6
"Michael Lee",31,6
"Joseph Charles",30,6
"John Joseph",29,6
"John Bode",28,6
"Larry Sidney",27,6
Alfonso,31,6
"Martin James",25,6
"David Alan",29,6
"Joshua Stephen",30,6
"Eugene Milo",32,6
"James Franklin",35,6
"Harry William",29,6
"Richard Alan",33,6
"Casey Robert",33,6
"Daryl Alan",30,6
"Roy Lewis",30,6
"Troy Jamieson",28,6
"David Wayne",29,6
"Felipe Adolfo",30,6
"Ronny Leonel",31,6
"David Lee",34,6
"Richard J.",41,6
"Harold Arthur",32,6
"Homer Hefner",31,6
John,29,6
Geronimo,29,6
"Roberto Cesar",34,6
"Clifton Randolph",30,6
"John Patrick",32,6
"Christopher Ralph",29,6
"Juan Pablo",34,6
"Michael Irvin",32,6
"Rafael Jerome",29,6
"Robert Alexander",32,6
"Broderick Phillip",29,6
"Herbert Scott",30,6
"Richard Devin",30,6
"Gregorio Jesus",29,6
"Francis Xavier",29,6
"Raymond Clifford",32,6
"Charles Gene",29,6
"Marr B.",33,6
"Paul Anthony",33,6
"Thomas Gerard",33,6
"Thomas Harold",30,6
"Ronald Jacques",31,6
"Calvin Elroy",28,6
"Mario Peter",27,6
Felix,28,6
"Arnold Mario",28,6
"William Brian",30,6
"Philip J.",31,6
"James Arthur",29,6
"David Taylor",29,6
"Bret Randolph",30,6
"George Lawrence",29,6
"Harvey Jerome",29,6
"William Patrick",28,6
Ewald,34,6
"Robb Michael",33,6
"Brady John",30,6
"Alexei Fernando",33,6
"Julio Cesar",28,6
"Michael Jeffrey",31,6
"Clayton Anthony",32,6
"Christopher Thomas",29,6
"Arthur Lawrence",29,6
"William Britt",33,6
"Peter Irvine",28,6
"Jeremy Thomas",29,6
"Frank Carl",36,6
"Christopher Michael",29,6
"Henry Peter",31,6
"Bryan Robert",29,6
"Harold Eugene",29,6
"William Beneditto",34,6
"Napoleon Aguilera",30,6
"Robert Allen",28,6
"David William",35,6
Culley,33,6
"George Michael",29,6
"William Charles",31,6
"David Alan",29,6
"Earl John",27,6
"John Henry",31,6
Eduardo,27,6
Francisco,28,6
"Luis Orlando",31,6
Nerio,31,6
"Sean John",29,6
"Ronald Jon",31,6
"Francis Clinton",31,6
"Garry Earl",29,6
"George Anthony",33,6
Armando,35,6
John,30,6
"Sergio Francisco",31,6
"Adam Marcos",31,6
"Vincent Antonio",32,6
"Ryan Benjamin",31,6
"John Joel",29,6
"Justin Marshall",32,6
"Paul William",30,6
"Kenneth Frederick",30,6
"Kirk Craig",29,6
"Edward Roman",35,6
"Thomas Judson",34,6
Takashi,42,6
"Jeffrey Alan",29,6
"Angel Luis",29,6
"Brian Lee",33,6
Duaner,29,6
Gabriel,31,6
"Jesus Paulino",29,6
"Jonathan Omar",30,6
"Scott Gerald",30,6
"Pablo Emilio",28,6
Frank-Paul,33,6
"Jose Rafael",29,6
"Nelson Gil",32,6
"Victor Irving",31,6
Edward,30,6
"John Robert",27,6
"Charles Murrell",31,6
"Maxwell M.",30,6
"Calvin Drew",29,6
"Victor Joseph",29,6
"Norman John",28,6
"Charles John",29,6
"David Paul",32,6
"Donald Arthur",27,6
"Timothy Dale",30,6
"James Dennison",27,6
"Frank Edward",33,6
"Jimmy Dale",31,6
"Zachary Taylor",24,6
"Walter Dedaker",29,6
"Wilmer Ebert",32,6
"Jonathan Taylor",31,6
"Daniel Charles",30,6
"Andrew Mark",30,6
"Albert Julius",30,6
"Robert Edward",NULL,6
"Morris Woodrow",30,6
"Samuel Lester",32,6
"Gary Wayne",28,6
"Robert Gray",29,6
"John Chad",30,6
"Gary Martin",30,6
"Artemus Ward",32,6
"Baldomero Melo",26,6
"Joseph Salvatore",29,6
"George Joseph",29,6
"Robert Carl",28,6
"James Lea",27,6
"Warner Samuel",29,6
"Stanley Joseph",28,6
"Joseph A.",32,6
"Michael Dennis",33,6
"John Thomas",26,6
"Keith Rowe",30,6
"Garrett Bernard",30,6
"Rick Gerald",29,6
"Martin Gordon",27,6
"Michael Anthony",33,6
"Brandon Allen",31,6
"Michael Joseph",29,6
"Burke Heinrich",31,6
"Arthur Eugene",30,6
"John David",33,6
"David George",35,6
"Clarence Geoghan",25,6
"Marcus Elmore",29,6
"David Monroe",27,6
"Raymond Herrell",31,6
Salome,31,6
"Robert Schley",30,6
"Francisco Javier",28,6
"Daric William",28,6
"John Elias",NULL,6
"Richard Edward",31,6
"Charles John",31,6
"Denny M.",27,6
"Harry Elbert",30,6
"Henry Eugene",33,6
"Frederick Thomas",28,6
"Howard William",32,6
"Carroll Wayne",26,6
"Roy Chester",34,6
"Kevin Robert",27,6
"Francis LeBron",28,6
Rigoberto,34,6
"Alfred Stanley",31,6
"Dennis John",29,6
"Alfred Lee",27,6
"Louis Joseph",30,6
"Bruce Michael",31,6
"David Scott",34,6
"Sean Frederick",30,6
"Rogearvin Argelo",30,6
"Adam Gino",29,6
"Douglas Howell",34,6
"Cornelius John",32,6
"Frank Louis",26,6
"Richard George",31,6
"Herman A.",34,6
"Vernon Edgell",33,6
"Chad Ryan",28,6
"Richard Arlin",32,6
"Frank Stephen",28,6
"Foster Edwin",26,6
"Richard Alan",28,6
"Dennis Herman",26,6
"Gregor Miguel",30,6
Homer,26,6
"Clarence Waldo",36,6
"Hiram Colon",31,6
"Norman Doxie",31,6
"Bernard Anthony",29,6
"Stewart O'Neal",29,6
"Juan Guillermo",31,6
"Henry John",32,6
"Gregory Scott",29,6
"Amos Smith",34,6
"Jason Jerrod",32,6
"Edward Oliver",29,6
"Cloyd Victor",28,6
"Ralph Francis",27,6
"Thomas William",28,6
"James Ward",30,6
"Glenn Erick",29,6
Albert,26,6
"William Paul",29,6
"Yhency Jose",31,6
Jack,27,6
"William Robert",31,6
"George Frederick",26,6
Marshall,34,6
"Dan Lee",29,6
"Harry James",35,6
"Reid Michael",28,6
"Robert Murray",25,6
"Rogers Lee",31,6
"Byron Ellis",29,6
"Kevin Lee",29,6
"Paul Dwayne",27,6
"Jay Allen",27,6
"Earle Francis",42,6
"Eric Kevin",31,6
"William Ronald",29,6
"William Jennings",30,6
"Donald Thomas",28,6
Francisley,33,6
"Kirk Matthew",34,6
"Eric Gerald",32,6
"Frederick Duff",30,6
"Leo Patrick",31,6
"Edward James",30,6
"John Irving",29,6
"Frank Andrew",30,6
"Ellis Narrington",29,6
"Homer Giles",31,6
"John Daniel",29,6
"Wilburn Rue",29,6
"Robert Frank John",29,6
"Merritt Patrick",31,6
"Enrique Nomar",34,6
"Leo David",29,6
"Charles Columbus",30,6
"James Edward",30,6
"Jason Kyle",28,6
"Jorge Luis",29,6
"Lee William",30,6
"Robert Louis",29,6
Camilo,28,6
"Lance David",31,6
"Paul Warren",26,6
"Edward Charles",37,6
"Daniel Maurice",27,6
"Peter Paul",33,6
Andujar,27,6
"Domingo Antonio",30,6
"John Joseph",31,6
Francisco,28,6
"Gustavo Adolfo",29,6
"Robert Edward",30,6
"Kelvin Keith",29,6
"William Hogan",33,6
"Jesse David",31,6
"Virgil Earl",26,6
"Russell Ormand",31,6
"Ryan Matthew",31,6
"Angelo Dominic",31,6
"Bailey Earl",26,6
"Jerald Dwayne",31,6
"William Melville",26,6
"Elmer Ellsworth",28,6
"David Eugene",24,6
"Phillip Douglas",32,6
"Albert George",31,6
"Richard Roy",31,6
"Kevin Michael",25,6
"Ray Williston",28,6
"Steven Michael",30,6
"Anna Sebastian",28,6
"Onix Cardona",29,6
"Brooks Litchfield",34,6
"Jimmy Lee",29,6
"Sandalio Simeon",36,6
"Jack Clements",30,6
Paul,28,6
"Brian John",31,6
"Chad Patrick",28,6
"Lance Robert",30,6
"Francis Joseph",29,6
"David Cardenas",32,6
"Edward Ernest",33,6
"Joseph Casey",31,6
"Timothy Lyle",31,6
"Rodney Paul",28,6
"William H.",NULL,6
"George W.",NULL,6
"Robert Edward",30,6
"William Elmer",38,6
"Todd Ruben",28,6
Johnny,28,6
"Timothy Leo",30,6
"George Anthony",28,6
"Sean Casey",29,6
"Edward M.",28,6
"Peter Harvey",31,6
"Thomas Francis",30,6
Kalvoski,29,6
"Brian Michael",33,6
"John Michael",33,6
"Hiram Kyle",27,6
"Mark Christopher",27,6
"Christopher Lyn",28,6
"Isaac Marion",30,6
"Jason Thomas",28,6
"James J.",29,6
"Alfonzo DeFord",32,6
"Russell Stuart",31,6
"William Chester",31,6
"Earle Harry",26,6
"Tomas Agramonte",28,6
Orestes,32,6
"Joshua M.",26,6
"Mark Alan",31,6
Alexis,30,6
"Lewis Pessano",26,6
"Christopher Charles",32,6
"Ernest Guy",31,6
"David Donald",28,6
"Thomas Earl",28,6
"Sylvester Urban",37,6
Augustus,32,6
"Raymond Bernard",28,6
"Thomas Edward",31,6
"Jesse Herbert",33,6
"Richard Fred",27,6
"Oscar Joseph",32,6
"Edward Perks",31,6
"Trent John",30,6
"Arnold Carl",34,6
